total_expense;age;sex;pdv;client;campaing;purchase_date
124;47;1;4;7281;8;2022-10-28
585;18;0;0;5223;2;2018-06-23
437;44;0;3;76370;6;2022-10-20
314;28;1;5;70489;1;2018-07-26
424;2;0;3;58355;1;2020-03-08
123;38;1;5;46609;7;2021-06-20
665;34;0;0;90694;1;2021-12-17
447;22;1;3;57791;6;2022-01-29
378;21;1;2;75329;9;2020-01-29
322;45;1;2;42154;2;2021-03-15
450;6;1;3;22321;5;2021-10-04
411;13;1;3;23655;5;2019-07-29
612;30;0;2;83236;1;2020-04-16
481;44;1;5;32292;3;2022-11-05
484;16;1;5;15586;8;2020-08-07
738;8;0;5;28951;8;2021-01-24
139;10;1;3;11280;10;2018-11-28
110;33;0;3;21724;5;2019-05-04
761;13;0;0;86846;1;2022-07-01
592;33;0;1;10358;5;2022-06-17
156;23;0;3;1389;6;2018-09-21
793;16;1;0;63299;3;2020-08-06
283;16;0;5;17288;8;2018-05-01
853;44;0;0;10147;10;2021-10-26
590;36;0;1;69945;8;2022-01-10
116;11;0;0;41440;10;2022-09-22
471;48;0;0;9336;5;2019-02-21
369;11;1;5;44991;2;2019-07-08
386;47;0;5;59896;6;2021-07-03
922;0;0;0;20412;10;2022-07-18
285;33;1;1;10021;3;2021-02-16
437;3;1;0;10671;8;2018-02-01
621;39;0;0;92320;7;2019-10-02
301;0;1;0;46038;2;2022-01-24
263;18;1;1;69114;10;2019-08-31
429;14;1;0;20257;4;2020-03-19
553;8;0;4;12029;9;2020-12-21
691;19;0;2;37439;4;2019-02-13
512;31;0;3;96911;5;2019-07-28
702;4;1;2;79331;4;2020-12-26
880;22;0;1;8681;2;2019-05-29
712;36;1;4;86850;5;2019-04-11
783;8;1;3;20825;9;2018-05-16
92;26;1;3;69872;4;2019-11-13
581;38;1;4;69277;5;2019-06-25
737;7;1;5;61306;3;2021-04-14
328;5;1;3;99713;10;2021-03-12
483;11;1;4;72423;2;2020-09-29
759;17;1;0;83429;6;2018-11-26
741;32;0;4;22977;1;2020-10-12
757;27;0;5;96217;6;2022-12-05
298;32;1;3;18711;10;2020-03-04
636;4;1;4;50219;5;2022-09-06
569;16;1;4;54244;9;2018-08-14
190;4;0;4;68957;1;2019-07-15
79;21;0;5;47669;4;2019-08-30
749;20;1;4;48176;8;2021-07-25
78;48;0;0;54170;9;2021-11-06
583;4;1;5;24812;3;2019-01-12
797;11;0;1;45067;5;2018-03-16
370;46;0;5;26273;10;2021-07-07
809;48;0;2;92919;1;2022-03-25
907;25;1;3;77570;1;2021-09-15
575;4;1;0;59893;1;2018-09-03
349;5;0;3;59976;7;2020-12-29
64;22;0;1;47082;3;2022-05-16
251;28;0;3;3723;7;2019-09-17
994;4;0;3;99988;8;2020-04-18
480;9;0;1;55173;10;2018-11-29
83;46;1;1;76821;1;2019-02-04
852;5;0;3;72034;6;2018-12-08
250;15;0;5;40648;9;2020-08-19
376;10;1;1;16293;6;2020-08-30
345;43;1;0;73389;7;2018-12-09
981;39;0;4;285;8;2020-05-03
932;19;1;1;64868;8;2021-07-22
757;37;1;4;78307;2;2023-01-15
298;22;1;4;31547;4;2018-09-27
936;44;1;3;37967;5;2021-01-26
510;48;1;3;59836;1;2020-02-02
812;28;1;0;63424;1;2018-06-17
477;0;0;5;31405;3;2018-10-17
815;16;0;4;2281;3;2020-02-22
729;23;0;4;54389;4;2018-05-02
789;38;0;4;74305;4;2020-09-24
348;27;0;0;90878;6;2022-09-06
646;50;0;0;98022;1;2018-07-02
764;39;0;4;15587;2;2022-04-15
459;41;1;4;61198;4;2019-05-23
858;49;0;5;80537;5;2020-01-22
854;44;0;2;55260;6;2021-03-07
172;12;0;0;1073;3;2020-10-02
684;45;1;0;72299;1;2022-12-03
685;49;0;2;45573;10;2020-07-15
827;10;1;5;85019;9;2019-05-12
299;11;0;3;53398;7;2018-03-18
955;0;0;2;92788;3;2018-08-18
821;20;0;0;2088;5;2022-07-06
806;25;1;5;86725;6;2020-03-17
443;18;0;2;7537;1;2019-03-03
599;28;1;0;4207;9;2021-05-18
488;38;1;4;64177;4;2019-09-24
158;34;0;4;87742;2;2018-03-02
825;21;1;2;49484;9;2018-07-25
808;12;1;0;16479;4;2019-02-27
333;46;1;0;67044;6;2021-12-05
172;18;1;5;95439;9;2020-11-20
830;3;1;4;70648;1;2020-11-20
422;2;0;3;98778;6;2021-04-15
707;16;0;0;39998;8;2019-01-15
972;32;1;4;95563;8;2022-09-15
849;15;0;1;92725;5;2021-09-06
666;22;1;0;85408;6;2020-10-05
338;1;1;0;75957;9;2021-09-29
979;0;0;1;18987;7;2018-04-24
360;5;1;2;39793;6;2022-05-11
356;32;0;0;83456;5;2020-02-08
141;27;1;4;66243;6;2020-10-20
949;49;1;0;54967;7;2018-07-01
529;27;0;5;93171;3;2020-08-12
549;46;1;3;14611;9;2021-02-26
184;26;0;3;92458;4;2020-08-18
452;47;1;4;98258;9;2018-10-17
186;37;0;4;92246;5;2018-08-13
785;22;1;5;77593;2;2018-10-08
978;6;1;0;3040;6;2020-02-11
818;0;0;0;37845;9;2022-09-08
57;50;1;3;8965;7;2018-12-23
207;32;1;3;5956;4;2021-03-09
333;28;0;0;74047;10;2022-07-19
942;43;1;0;88862;4;2019-12-28
342;40;1;4;51410;9;2022-05-08
918;6;1;3;75253;10;2019-09-20
87;13;0;5;31456;6;2021-12-04
996;41;0;5;41620;8;2022-06-21
538;42;0;3;61941;4;2021-10-15
443;35;1;0;36327;10;2021-09-27
684;28;0;2;62150;1;2019-07-03
226;17;0;3;94690;7;2020-07-26
785;46;0;0;27479;9;2021-05-14
827;27;1;1;19379;10;2019-03-03
992;42;0;5;3630;8;2022-01-25
874;11;0;0;4474;2;2022-04-17
454;44;1;5;46054;6;2020-05-10
851;49;0;4;59638;5;2018-09-08
604;1;0;0;76484;2;2021-08-12
830;37;0;1;44350;10;2021-11-27
619;13;1;2;25134;8;2021-04-03
986;38;1;5;11923;8;2021-08-22
764;6;1;1;38479;8;2021-12-16
94;46;1;5;4720;1;2022-07-25
122;12;1;5;27054;9;2022-11-28
864;18;0;1;22013;6;2022-04-01
444;31;1;5;1884;5;2019-10-04
490;2;1;5;12557;4;2020-07-13
641;46;0;4;77244;5;2021-10-31
565;40;0;4;7298;1;2020-09-15
995;18;1;4;10585;4;2021-11-27
285;18;1;1;87591;1;2019-02-08
764;29;1;1;84870;5;2018-07-23
837;38;0;4;81758;4;2018-08-18
598;28;0;2;70184;8;2019-01-27
441;37;0;4;1148;4;2022-05-02
649;44;1;4;87365;4;2019-02-16
638;46;1;3;45293;6;2020-07-16
677;12;1;5;79605;5;2021-02-06
998;41;1;0;4832;2;2018-08-03
848;39;0;4;70761;7;2020-05-16
688;37;0;1;46696;4;2019-12-10
431;42;1;0;34185;5;2019-09-30
491;27;0;3;99346;8;2020-04-07
881;4;1;0;27114;9;2020-12-22
320;1;0;1;75886;7;2023-01-18
308;25;0;2;13603;6;2021-02-25
667;26;1;3;87627;8;2021-10-22
417;6;1;1;51171;6;2018-07-25
829;35;0;2;34399;10;2019-03-03
814;5;1;3;36503;7;2020-07-17
263;14;0;0;12182;10;2019-10-14
579;46;0;5;86046;6;2022-04-15
849;48;1;2;60401;2;2020-02-21
847;41;0;2;98356;6;2021-07-12
51;29;0;0;91644;5;2022-11-13
208;15;1;1;84940;6;2020-04-08
594;20;0;2;47398;3;2019-01-20
909;33;0;5;63655;3;2019-06-09
430;7;0;4;96920;1;2020-12-31
786;45;0;1;79754;10;2020-08-22
906;34;0;2;60302;10;2018-05-17
644;17;0;4;95393;6;2021-05-07
639;12;1;4;76519;8;2019-05-19
541;0;0;1;32544;1;2021-10-18
462;7;0;2;88234;10;2018-10-22
466;7;1;2;42920;1;2018-11-05
549;35;0;3;42750;9;2022-08-08
825;49;0;1;87847;7;2019-07-26
69;44;0;3;38515;8;2021-03-17
786;0;0;4;70018;2;2022-02-24
442;48;1;0;35194;7;2019-06-29
672;4;1;2;29840;7;2019-01-24
618;44;0;2;15169;10;2021-11-27
625;0;0;2;18800;8;2020-08-09
814;29;0;0;76770;10;2020-09-05
569;40;0;4;849;8;2018-07-04
363;5;1;2;18862;3;2019-11-07
559;48;0;0;82097;8;2019-12-24
423;26;0;0;61431;3;2021-12-18
361;29;0;5;67382;1;2022-01-08
705;25;0;4;69234;2;2022-10-08
351;28;1;1;71262;7;2019-01-30
384;47;0;1;30283;6;2018-06-24
193;18;1;0;26;5;2018-08-07
618;24;1;4;92613;10;2019-03-15
569;14;1;4;91373;2;2020-05-24
944;42;0;4;16589;1;2020-03-28
603;47;1;0;3435;6;2020-12-14
796;44;1;5;11283;9;2019-07-16
420;12;1;2;37186;7;2022-12-08
437;1;1;2;40900;3;2019-02-12
203;1;0;5;49961;1;2020-05-23
248;23;0;2;69074;8;2021-03-01
82;49;0;3;38423;2;2019-05-25
156;9;0;0;61279;5;2022-01-21
238;14;0;4;68801;4;2019-12-04
342;2;0;3;98630;8;2022-05-30
504;50;1;2;44640;1;2020-04-03
422;15;0;0;41089;2;2021-11-23
526;16;1;2;50406;8;2020-04-05
676;16;0;1;55684;10;2021-03-28
142;12;0;1;97495;6;2020-03-26
908;22;0;5;30827;3;2022-04-23
258;38;0;1;79734;6;2021-02-24
132;2;0;3;21238;5;2019-08-19
944;41;1;3;21948;2;2022-07-27
186;47;0;5;70830;5;2022-03-24
740;41;0;5;51214;6;2019-10-15
491;47;0;4;51033;10;2020-09-15
219;3;1;2;48711;9;2021-07-09
360;41;1;3;99521;1;2022-02-04
62;25;1;0;90994;2;2021-08-29
658;39;0;1;53914;7;2021-07-25
901;38;1;2;14901;1;2021-10-05
757;48;0;5;80998;1;2021-10-16
738;39;1;4;4420;4;2018-09-15
645;16;0;1;3730;8;2022-06-27
245;17;0;3;18222;1;2022-02-27
338;3;1;2;34526;9;2019-07-21
130;32;0;3;28484;3;2019-12-08
869;50;0;4;61391;5;2019-04-10
719;31;1;3;61303;10;2020-05-24
287;6;0;5;32351;6;2021-09-20
877;13;0;4;7570;2;2019-04-28
545;5;1;4;39619;9;2020-08-03
187;0;0;2;55573;4;2018-04-15
144;38;1;3;1016;3;2020-06-08
932;19;1;3;40320;5;2019-03-11
396;28;0;5;57029;3;2018-11-06
249;29;1;2;60592;3;2021-05-02
173;10;1;1;1609;7;2019-02-25
91;29;0;4;46317;7;2018-02-03
648;42;1;1;20895;9;2021-03-03
690;24;0;3;6745;8;2020-07-24
972;10;0;1;95346;2;2022-06-02
121;21;1;5;44365;6;2022-03-21
347;12;1;0;19189;4;2020-05-29
712;39;1;5;62957;5;2021-10-22
268;9;0;1;36191;3;2021-08-26
343;42;1;4;89746;2;2021-09-24
548;0;0;4;63244;9;2020-03-12
229;22;1;3;89369;8;2018-08-20
119;36;1;5;24754;3;2022-10-21
158;22;1;3;80239;9;2018-12-26
279;37;0;3;88630;2;2018-09-06
889;21;1;2;17689;9;2021-06-20
642;41;1;1;5081;8;2018-08-06
525;39;1;2;6462;6;2019-08-07
723;34;1;2;99080;7;2023-01-24
933;4;0;3;36858;6;2019-09-14
394;42;1;3;18776;8;2018-06-20
717;6;1;0;41772;10;2019-07-19
525;49;1;4;7159;2;2021-10-15
146;32;1;0;5433;6;2022-12-10
854;31;1;5;12497;10;2022-02-18
211;32;1;0;67207;8;2022-01-03
639;15;0;0;40983;5;2022-10-29
685;30;1;2;1926;10;2019-04-18
340;29;0;2;49368;7;2022-05-03
216;22;1;3;67337;4;2018-03-20
159;48;1;3;74403;10;2021-12-25
202;38;1;0;4672;9;2018-09-11
831;47;0;0;94971;4;2023-01-07
161;4;0;5;2976;9;2018-11-11
829;25;1;3;77513;1;2021-11-29
283;42;0;1;5943;6;2020-06-30
818;9;0;2;86050;9;2022-11-12
437;3;1;2;78808;8;2020-02-20
608;16;1;4;34137;6;2022-08-18
835;46;1;2;74254;7;2020-10-28
215;22;0;3;32162;10;2018-10-26
204;14;0;3;29496;3;2020-09-10
522;31;1;4;80617;9;2021-09-02
242;28;0;3;40347;7;2018-08-02
321;25;0;2;36254;10;2019-06-09
970;7;1;2;31298;8;2019-02-08
617;1;1;5;4599;5;2020-04-15
317;25;0;4;60177;2;2022-02-17
493;23;1;1;73382;10;2019-03-19
188;31;0;2;46511;6;2020-05-22
298;11;0;3;50348;9;2019-08-17
819;34;0;5;40855;6;2018-08-17
380;19;1;0;61086;3;2022-12-17
334;34;0;4;46045;6;2021-11-15
793;12;1;0;32995;4;2021-07-12
506;26;1;1;70029;4;2019-12-27
293;12;1;5;10306;3;2022-05-09
525;4;1;0;26885;1;2022-12-04
468;2;0;3;58695;1;2019-06-18
537;23;1;2;14238;4;2018-05-30
316;46;1;5;24589;6;2020-09-23
184;35;0;5;27554;10;2018-02-06
353;5;0;1;52743;10;2022-12-25
600;1;1;3;49352;2;2021-11-05
752;40;1;3;19153;5;2022-11-04
553;20;1;2;70870;4;2022-10-23
95;12;1;3;91582;3;2023-01-13
646;41;0;1;72613;3;2022-11-05
709;46;1;3;88044;6;2018-09-19
959;39;0;0;89971;3;2020-01-23
760;20;0;1;89110;5;2022-03-13
330;13;1;2;88408;9;2019-12-26
815;28;0;5;39728;6;2021-09-10
458;7;1;5;42278;9;2018-06-29
354;17;1;5;96459;5;2020-03-26
659;36;1;5;6323;3;2019-09-15
571;17;1;1;31659;3;2020-01-18
307;40;1;4;81844;10;2021-08-19
842;13;1;1;2739;9;2019-05-05
121;31;1;0;34624;5;2021-06-01
985;7;1;0;76809;6;2020-12-16
751;34;0;4;90531;5;2022-06-01
229;47;0;0;52186;4;2020-05-01
847;16;0;1;56740;2;2018-08-13
356;36;0;4;84217;6;2022-09-26
130;20;1;0;90698;4;2021-06-05
744;17;1;1;36549;5;2020-03-01
824;44;1;4;96968;10;2020-05-11
86;27;0;5;35185;1;2019-06-16
860;15;1;1;39999;8;2020-01-23
175;17;0;3;64045;2;2019-03-31
984;40;0;2;31641;10;2019-01-11
238;28;0;4;88282;2;2022-04-26
284;4;1;0;72218;7;2022-12-05
882;25;1;2;62718;6;2020-12-29
91;10;1;3;70301;8;2019-03-29
941;12;1;2;33595;6;2021-09-07
651;38;1;3;96961;10;2019-01-15
751;18;0;2;39614;1;2020-05-22
530;4;1;1;48599;10;2019-12-31
974;19;1;5;37203;7;2020-07-14
154;3;0;2;80269;4;2020-05-17
669;49;0;4;29682;1;2019-10-30
540;21;1;0;14159;4;2019-05-22
737;12;1;0;29209;4;2019-02-25
768;50;1;3;42142;4;2019-03-20
504;3;1;0;46432;7;2020-03-27
666;19;0;2;72603;9;2022-12-28
821;27;1;3;80242;7;2019-02-15
808;3;0;4;51589;1;2019-11-04
356;22;1;5;96265;3;2019-05-05
455;37;1;4;53827;2;2019-10-13
208;2;0;5;26128;4;2021-01-18
116;50;1;2;74755;8;2020-06-25
247;18;0;3;913;8;2021-06-27
742;22;1;1;96377;3;2019-03-06
951;33;0;2;21963;3;2021-01-09
420;15;0;5;86185;4;2018-02-16
399;25;1;4;30628;7;2023-01-08
549;5;0;3;19146;10;2022-12-16
333;4;0;3;33611;8;2018-04-21
722;49;1;4;65740;8;2022-11-13
781;16;0;3;53511;7;2019-07-01
188;14;0;0;17179;2;2018-03-18
860;3;0;3;30318;2;2021-07-31
599;18;0;1;71996;10;2018-03-17
85;1;0;1;14258;9;2019-11-06
771;8;0;1;9530;1;2019-04-21
266;20;0;1;21622;9;2022-12-16
491;2;1;1;18725;10;2021-06-23
426;49;1;5;94918;4;2022-04-12
145;43;0;2;11677;2;2019-12-10
248;15;1;5;97290;2;2021-06-25
986;5;0;1;58556;2;2019-10-04
621;39;0;2;17977;9;2018-03-14
92;27;1;1;32260;1;2020-02-20
414;31;1;1;42446;5;2019-08-28
858;36;0;2;56587;6;2021-11-23
116;24;0;5;9872;2;2021-06-05
126;21;0;2;55087;10;2019-03-17
737;8;0;5;4965;7;2021-08-07
987;16;0;3;46680;5;2020-11-15
402;1;1;3;4873;6;2020-12-01
543;26;0;1;28175;6;2018-06-06
460;18;0;5;96111;2;2022-06-23
425;15;1;1;14217;8;2019-10-23
319;18;0;3;67728;7;2022-10-14
218;21;1;5;91891;5;2021-09-25
88;12;1;1;4798;6;2019-11-14
527;15;1;2;51088;4;2019-04-06
430;50;0;5;64291;6;2018-09-06
764;32;1;3;70661;3;2023-01-28
965;20;0;2;36320;10;2020-12-24
842;14;1;5;49384;5;2018-02-14
974;5;0;3;23572;5;2021-06-26
925;25;1;5;55099;1;2021-04-02
553;4;1;1;56752;7;2021-05-10
149;44;0;4;68243;3;2021-01-06
788;30;1;4;74225;10;2019-07-30
563;41;1;1;61220;6;2021-04-29
994;19;1;1;52517;9;2022-12-14
306;43;1;0;7473;1;2022-01-16
812;29;0;5;29882;7;2018-04-09
974;36;1;5;84778;9;2018-02-09
407;24;1;2;57923;10;2019-11-09
724;26;0;0;61142;5;2021-02-25
334;6;1;5;39831;4;2020-05-30
588;5;1;4;454;9;2018-12-28
107;4;1;5;60708;4;2020-07-07
259;10;0;4;37935;3;2021-09-17
577;6;0;5;44309;5;2022-04-10
231;28;1;4;48205;7;2022-05-01
856;22;1;5;82367;2;2021-03-24
940;7;0;1;89793;2;2021-05-20
486;10;1;1;50059;10;2019-12-25
558;36;0;4;43763;5;2022-04-29
349;8;1;3;78050;10;2022-12-13
177;20;1;0;21816;7;2020-04-29
650;3;1;4;17056;6;2022-07-02
192;9;1;4;44191;10;2022-12-15
172;34;1;4;33166;2;2019-04-21
284;11;1;5;55936;5;2018-08-12
643;27;0;1;62020;7;2021-02-25
642;48;1;5;94558;10;2019-10-11
728;3;1;0;90446;3;2022-07-23
270;3;0;4;42647;1;2018-10-09
928;43;1;2;57617;2;2020-01-28
159;38;1;4;38433;3;2021-08-30
159;27;1;1;80980;4;2022-07-10
185;18;1;5;1683;1;2021-01-23
734;4;0;5;2817;1;2019-04-03
855;41;1;0;18170;5;2021-09-08
959;33;1;0;49949;6;2018-02-02
273;37;0;1;80871;7;2022-04-15
990;14;1;0;40864;5;2021-04-18
368;41;1;3;84001;6;2020-12-10
808;36;0;2;49591;7;2022-08-20
879;46;0;3;40511;8;2021-07-03
606;11;1;0;69079;9;2020-07-10
116;40;1;3;99952;4;2020-08-31
846;36;1;4;24882;5;2022-01-18
324;20;0;3;59797;5;2021-08-10
542;14;0;3;27788;1;2020-12-19
608;42;1;1;91463;10;2023-01-08
915;5;0;2;44285;4;2020-11-11
678;37;0;1;33423;7;2020-03-02
509;3;0;1;69303;2;2022-10-09
977;27;1;2;90403;9;2020-09-12
968;8;0;2;35531;5;2021-06-12
840;18;1;1;55305;5;2022-03-10
72;17;0;5;87263;10;2020-10-11
510;49;0;1;53149;7;2020-12-05
513;8;0;3;28059;8;2021-05-13
788;14;1;0;10063;2;2020-01-05
87;43;0;5;74784;8;2020-08-26
775;34;1;4;67916;3;2021-01-15
267;20;1;3;56261;10;2020-05-22
955;33;1;1;64905;5;2021-03-28
990;0;0;0;23508;3;2021-04-03
869;5;1;0;81040;3;2022-11-24
813;28;0;5;30523;6;2020-11-30
888;0;1;3;87569;1;2021-12-23
344;8;1;2;53331;6;2021-01-30
54;45;1;1;66255;6;2019-04-18
469;10;0;2;29577;5;2018-03-13
278;23;0;3;39475;9;2021-05-22
628;28;1;2;50027;2;2021-09-05
771;44;1;3;98861;3;2022-02-26
769;2;1;1;3520;6;2021-04-25
611;4;1;5;40007;6;2023-01-22
661;15;0;2;12909;9;2019-02-12
278;27;1;3;12685;9;2019-10-16
555;39;0;4;24369;10;2018-05-18
771;17;0;1;15153;7;2019-06-19
62;6;0;0;23014;6;2021-02-03
665;45;0;3;37821;5;2022-01-10
566;23;1;0;87113;10;2019-07-03
336;1;0;1;27857;6;2022-03-24
966;45;0;0;87257;9;2021-12-06
991;14;0;2;3618;6;2022-02-02
748;43;1;4;46836;1;2022-01-04
71;45;0;5;37387;1;2018-02-02
335;6;1;0;11461;10;2022-04-25
317;12;0;5;61089;3;2018-02-22
625;28;0;0;15603;8;2020-11-29
224;40;0;5;9421;10;2019-07-11
536;38;0;5;146;10;2018-11-13
288;4;1;2;11016;8;2022-02-06
503;26;1;2;81758;6;2018-08-19
322;48;0;1;41907;5;2020-11-09
603;41;0;5;17950;9;2020-03-09
552;12;1;4;48169;4;2019-05-23
660;40;1;1;68363;9;2019-06-22
419;4;0;2;33002;9;2019-08-15
867;9;1;0;93280;10;2021-08-26
980;46;1;1;94898;1;2019-04-13
675;6;0;0;38792;1;2020-08-31
559;37;0;0;50901;1;2022-11-11
750;1;0;2;88420;7;2018-07-30
709;0;0;5;19699;3;2022-04-22
919;39;0;3;9614;7;2021-10-09
250;22;1;3;4185;4;2019-06-14
86;6;0;4;40317;7;2022-04-23
671;3;0;0;49134;8;2021-05-29
814;35;0;4;94373;2;2022-05-17
86;24;1;1;90071;10;2018-04-22
916;45;0;1;49739;2;2018-03-25
187;25;1;2;67824;7;2021-03-09
487;29;0;3;10907;3;2022-03-27
221;0;1;4;13485;6;2018-06-15
370;21;0;1;73344;6;2021-04-21
111;30;1;3;34093;9;2022-09-26
379;49;0;5;31846;7;2018-05-29
705;17;0;5;10844;10;2018-03-28
910;21;0;1;12858;6;2019-11-05
208;50;0;2;40202;1;2020-02-06
101;1;0;4;36335;4;2018-06-05
843;49;1;4;87528;7;2019-06-15
276;47;0;1;9417;5;2019-10-14
213;28;1;1;48940;5;2022-09-25
51;8;0;2;99812;7;2020-10-03
389;6;1;3;92321;8;2019-01-24
203;24;0;5;92177;10;2020-05-24
638;34;1;4;53641;9;2019-09-06
627;2;0;3;67866;10;2020-12-02
462;0;1;3;28824;8;2019-04-30
208;29;0;3;34674;5;2022-01-22
683;48;1;5;34633;6;2018-11-19
676;41;0;3;78276;6;2022-09-18
696;27;0;0;59911;8;2019-02-05
856;26;0;2;69044;9;2019-06-26
464;39;1;2;11453;3;2020-06-20
747;31;0;0;1986;6;2020-01-10
424;38;1;1;58180;7;2019-02-15
885;32;1;1;52433;8;2019-06-15
727;15;0;2;90747;2;2021-08-20
987;28;0;3;2139;3;2023-01-27
958;28;1;2;75365;1;2018-11-17
857;4;0;3;8568;8;2018-02-11
230;47;1;2;62064;7;2021-09-25
972;9;0;1;37723;1;2021-05-15
438;4;1;0;5274;9;2018-02-06
259;49;0;3;95115;10;2019-11-22
90;16;0;1;13521;4;2020-03-02
125;33;1;1;82873;5;2020-08-13
629;0;0;5;40370;10;2021-12-17
802;14;0;0;4685;7;2023-01-14
683;24;1;3;22309;1;2019-01-13
943;44;0;3;38988;2;2023-01-02
970;12;0;1;8834;8;2019-04-05
698;11;0;1;29042;7;2018-07-27
123;25;1;0;27208;7;2019-04-25
293;29;1;2;12570;7;2020-04-08
483;43;0;3;80258;3;2019-10-09
427;20;1;0;58840;7;2020-11-26
890;6;0;0;49853;6;2022-05-13
478;11;0;2;52409;8;2022-03-07
563;4;0;5;91588;2;2022-08-17
573;28;0;1;98200;7;2020-05-15
433;36;1;3;81222;6;2020-02-05
813;10;0;4;29988;4;2018-03-19
771;30;1;4;63156;2;2018-05-18
184;45;1;4;49149;4;2019-05-26
447;43;0;4;61252;4;2020-03-12
277;29;1;5;1933;8;2021-12-31
248;11;0;2;13392;5;2020-03-25
874;38;1;4;2725;5;2022-09-01
492;36;0;0;70418;6;2020-07-15
939;7;1;4;61039;4;2022-05-14
844;31;0;1;3546;2;2018-02-07
398;4;0;3;25245;1;2020-11-18
834;34;1;5;32917;3;2021-02-06
677;45;0;1;42477;1;2022-12-28
694;45;1;4;89523;10;2020-07-06
972;32;1;4;98075;4;2018-11-22
907;27;1;0;41355;5;2019-11-19
451;24;1;0;83380;8;2020-08-07
118;35;1;0;40768;7;2019-09-15
289;45;1;2;89125;5;2021-06-20
736;29;1;0;32222;9;2019-11-16
631;29;1;0;86322;5;2020-03-19
608;40;0;5;31861;9;2018-12-02
294;16;0;4;36013;10;2022-12-15
132;1;0;1;7321;8;2022-04-03
964;16;0;4;57976;4;2018-11-08
624;42;0;1;42256;1;2022-08-10
889;13;1;4;63499;3;2020-12-03
962;7;0;2;65939;4;2018-02-26
332;21;0;5;6359;4;2018-02-02
122;45;0;3;22455;3;2020-08-12
365;39;1;3;164;7;2023-01-24
559;46;0;3;18188;5;2018-06-26
896;34;0;4;82846;7;2022-03-15
778;14;0;1;29229;7;2019-08-28
670;8;1;3;56615;3;2022-01-21
133;33;1;2;14085;6;2022-07-03
614;27;0;4;89459;9;2019-06-01
551;13;1;1;46082;3;2018-12-31
248;19;0;0;63238;10;2022-03-07
739;40;1;1;60067;3;2021-07-05
580;17;1;3;17479;6;2020-05-24
578;36;0;1;6167;6;2021-12-01
267;49;1;2;92984;6;2018-10-13
663;41;1;3;79349;8;2019-04-29
198;14;0;1;75947;6;2021-09-12
448;27;1;3;8151;3;2018-02-05
338;37;1;4;12804;6;2020-07-01
701;35;0;4;14162;8;2020-06-23
66;17;0;4;11813;10;2022-02-07
543;40;1;1;78786;6;2020-02-06
386;7;0;1;3398;5;2020-01-03
604;0;0;5;50006;4;2021-04-06
788;28;1;3;21835;5;2019-11-06
188;34;0;5;35599;7;2022-06-29
977;20;0;1;94863;6;2020-07-05
609;15;0;4;70897;4;2018-07-01
978;36;0;2;20943;3;2018-12-01
934;23;0;1;44325;8;2020-09-11
414;30;0;5;76922;10;2020-08-25
918;39;0;5;22908;5;2018-03-02
200;11;1;5;16986;1;2019-06-22
278;24;1;4;96374;9;2022-01-08
764;29;1;2;2318;5;2019-06-17
918;9;1;5;19998;1;2019-09-02
374;48;1;3;73453;8;2022-06-27
932;8;1;3;74384;6;2020-12-10
616;33;1;2;58338;1;2020-08-04
734;48;1;5;81784;5;2022-07-10
344;48;0;5;34236;5;2019-11-19
703;36;0;4;48468;6;2020-04-15
213;14;0;3;3575;5;2020-12-21
595;46;1;0;97991;8;2019-02-22
485;10;0;0;89419;5;2022-04-10
560;8;1;5;64687;1;2018-08-09
104;27;1;0;97099;10;2022-05-01
72;48;0;3;83142;10;2022-04-24
384;44;0;4;41892;7;2020-06-13
199;12;1;3;71242;3;2018-12-05
61;35;0;2;24760;1;2018-03-02
865;20;1;5;35982;6;2020-08-12
572;23;0;4;85891;6;2018-05-26
718;42;1;3;88037;1;2021-07-15
505;32;1;3;769;4;2022-08-04
172;49;1;4;33968;10;2019-01-23
483;4;0;5;30795;1;2022-04-05
600;4;0;3;68508;10;2021-07-04
733;42;0;0;40117;10;2019-10-26
321;42;0;5;39810;4;2020-07-09
528;21;1;2;17095;7;2021-03-25
244;0;1;3;64136;7;2021-11-11
191;21;0;4;86191;4;2020-07-26
427;37;0;0;7920;3;2022-07-09
656;11;1;5;34062;9;2021-07-18
776;26;0;3;56985;9;2022-02-11
789;6;0;4;83862;9;2018-11-29
958;39;1;3;55667;9;2019-11-10
493;38;1;1;12239;7;2021-05-04
369;44;1;5;98873;2;2021-11-11
228;44;1;4;6478;4;2019-09-23
890;49;0;0;86072;8;2022-09-05
957;26;1;0;27066;4;2022-08-19
302;11;0;3;24083;3;2020-03-03
765;17;1;5;66843;3;2019-04-02
679;39;1;1;23699;7;2018-08-29
386;14;1;4;10055;3;2020-09-29
772;2;1;4;91287;4;2018-07-26
824;12;0;5;59323;5;2019-02-12
525;36;1;1;75014;9;2020-12-22
678;4;1;5;39222;5;2019-05-20
900;33;0;2;22922;4;2022-07-29
537;10;1;1;40998;10;2022-11-02
631;1;0;0;61262;5;2020-09-02
493;6;0;2;51393;6;2019-12-26
976;43;0;4;57935;6;2021-03-08
89;40;1;5;22902;1;2022-05-28
55;39;1;5;29340;10;2022-02-25
824;38;1;1;7991;1;2020-11-16
94;5;1;1;28295;10;2021-12-22
140;1;0;3;20740;10;2021-02-06
119;6;1;2;71241;4;2021-04-27
352;39;0;5;62572;3;2020-04-15
